,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
59,2020-06-09,218.32794221444766,125.72553373625773,301.82081952968576,218.32794221444766,218.32794221444766,-2.383379579221082,-2.383379579221082,-2.383379579221082,-2.383379579221082,-2.383379579221082,-2.383379579221082,0.0,0.0,0.0,215.9445626352266
60,2020-06-10,220.14577905533665,132.7275435009348,308.50435227183686,220.14577905533665,220.14577905533665,-3.494359992079843,-3.494359992079843,-3.494359992079843,-3.494359992079843,-3.494359992079843,-3.494359992079843,0.0,0.0,0.0,216.6514190632568
61,2020-06-11,221.96361589622572,135.15537032208792,309.2074341966611,221.96361589622572,221.96361589622572,-3.8435786953135698,-3.8435786953135698,-3.8435786953135698,-3.8435786953135698,-3.8435786953135698,-3.8435786953135698,0.0,0.0,0.0,218.12003720091215
62,2020-06-12,223.78145273711473,134.46850347710736,300.66426090867645,223.78145273711473,223.78145273711473,-7.762546552066881,-7.762546552066881,-7.762546552066881,-7.762546552066881,-7.762546552066881,-7.762546552066881,0.0,0.0,0.0,216.01890618504785
63,2020-06-15,229.2349632597818,132.32616185514553,306.75848050025064,229.2349632597818,229.2349632597818,-5.864684727318706,-5.864684727318706,-5.864684727318706,-5.864684727318706,-5.864684727318706,-5.864684727318706,0.0,0.0,0.0,223.3702785324631
64,2020-06-16,231.05280010067085,142.45052015046883,311.673927026662,231.05280010067085,231.05280010067085,-2.3833795792253256,-2.3833795792253256,-2.3833795792253256,-2.3833795792253256,-2.3833795792253256,-2.3833795792253256,0.0,0.0,0.0,228.66942052144552
65,2020-06-17,232.92592889605092,145.2162134661786,313.2167248277727,232.92592889605092,232.92592889605092,-3.494359992081037,-3.494359992081037,-3.494359992081037,-3.494359992081037,-3.494359992081037,-3.494359992081037,0.0,0.0,0.0,229.4315689039699
66,2020-06-18,234.79905769143102,143.9347809874608,309.3571820688672,234.79905769143102,234.79905769143102,-3.843578695321239,-3.843578695321239,-3.843578695321239,-3.843578695321239,-3.843578695321239,-3.843578695321239,0.0,0.0,0.0,230.95547899610978
67,2020-06-19,236.67218648681114,141.10303972499287,314.68848931456927,236.67218648681114,236.67218648681114,-7.7625465520715125,-7.7625465520715125,-7.7625465520715125,-7.7625465520715125,-7.7625465520715125,-7.7625465520715125,0.0,0.0,0.0,228.90963993473963
68,2020-06-22,242.29157287295146,149.83711109195804,319.5615534311495,242.29157287295146,242.29157287295146,-5.864684727311713,-5.864684727311713,-5.864684727311713,-5.864684727311713,-5.864684727311713,-5.864684727311713,0.0,0.0,0.0,236.42688814563974
69,2020-06-23,244.16470166833156,155.4156831228457,330.8481538200529,244.16470166833156,244.16470166833156,-2.3833795792054993,-2.3833795792054993,-2.3833795792054993,-2.3833795792054993,-2.3833795792054993,-2.3833795792054993,0.0,0.0,0.0,241.78132208912606
70,2020-06-24,246.03783046371169,155.07687647609396,330.5697666505301,246.03783046371169,246.03783046371169,-3.4943599920822304,-3.4943599920822304,-3.4943599920822304,-3.4943599920822304,-3.4943599920822304,-3.4943599920822304,0.0,0.0,0.0,242.54347047162946
71,2020-06-25,247.91095925909178,157.28024715799742,323.4970788447668,247.91095925909178,247.91095925909178,-3.843578695297761,-3.843578695297761,-3.843578695297761,-3.843578695297761,-3.843578695297761,-3.843578695297761,0.0,0.0,0.0,244.06738056379402
72,2020-06-26,249.78408805447185,156.41400922748073,323.66485838711077,249.78408805447185,249.78408805447185,-7.76254655205843,-7.76254655205843,-7.76254655205843,-7.76254655205843,-7.76254655205843,-7.76254655205843,0.0,0.0,0.0,242.0215415024134
73,2020-06-29,255.56754645204686,162.80405314033044,332.39151341241137,255.56754645204686,255.56754645204686,-5.8646847273246365,-5.8646847273246365,-5.8646847273246365,-5.8646847273246365,-5.8646847273246365,-5.8646847273246365,0.0,0.0,0.0,249.70286172472223
74,2020-06-30,257.49536591790525,174.98415460780532,347.4896613186838,257.49536591790525,257.49536591790525,-2.3833795792097416,-2.3833795792097416,-2.3833795792097416,-2.3833795792097416,-2.3833795792097416,-2.3833795792097416,0.0,0.0,0.0,255.11198633869552
75,2020-07-01,259.4231853837635,173.40011917770406,343.3932207041888,259.4231853837635,259.4231853837635,-3.4943599920808333,-3.4943599920808333,-3.4943599920808333,-3.4943599920808333,-3.4943599920808333,-3.4943599920808333,0.0,0.0,0.0,255.92882539168266
76,2020-07-02,261.35100484962186,170.5406237361533,342.07248683909313,261.35100484962186,261.35100484962186,-3.8435786953054314,-3.8435786953054314,-3.8435786953054314,-3.8435786953054314,-3.8435786953054314,-3.8435786953054314,0.0,0.0,0.0,257.5074261543164
77,2020-07-06,269.0622827130552,177.29231185787842,351.8090510772547,269.0622827130552,269.0622827130552,-5.864684727291354,-5.864684727291354,-5.864684727291354,-5.864684727291354,-5.864684727291354,-5.864684727291354,0.0,0.0,0.0,263.1975979857638
78,2020-07-07,270.9901021789135,185.8616237330111,352.3219631450393,270.9901021789135,270.9901021789135,-2.3833795792019483,-2.3833795792019483,-2.3833795792019483,-2.3833795792019483,-2.3833795792019483,-2.3833795792019483,0.0,0.0,0.0,268.60672259971153
79,2020-07-08,272.9179216447718,182.79060338149802,354.5410675259732,272.9179216447718,272.9179216447718,-3.4943599920802604,-3.4943599920802604,-3.4943599920802604,-3.4943599920802604,-3.4943599920802604,-3.4943599920802604,0.0,0.0,0.0,269.42356165269155
80,2020-07-09,274.8457411106302,182.8012715972086,359.9192922704983,274.8457411106302,274.8457411106302,-3.843578695304253,-3.843578695304253,-3.843578695304253,-3.843578695304253,-3.843578695304253,-3.843578695304253,0.0,0.0,0.0,271.0021624153259
81,2020-07-10,276.7811315934992,183.56268870090474,358.2883838030573,276.7811315934992,276.7811315934992,-7.7625465520499795,-7.7625465520499795,-7.7625465520499795,-7.7625465520499795,-7.7625465520499795,-7.7625465520499795,0.0,0.0,0.0,269.0185850414492
82,2020-07-13,282.5873030421063,195.01840430454916,363.37515241956544,282.5873030421063,282.5873030421063,-5.864684727304277,-5.864684727304277,-5.864684727304277,-5.864684727304277,-5.864684727304277,-5.864684727304277,0.0,0.0,0.0,276.72261831480205
83,2020-07-14,284.52269352497535,203.33368499887953,376.6785675958128,284.52269352497535,284.52269352497535,-2.3833795792061903,-2.3833795792061903,-2.3833795792061903,-2.3833795792061903,-2.3833795792061903,-2.3833795792061903,0.0,0.0,0.0,282.1393139457692
84,2020-07-15,286.45808400784443,200.1591164430857,371.1423883787865,286.45808400784443,286.45808400784443,-3.494359992081452,-3.494359992081452,-3.494359992081452,-3.494359992081452,-3.494359992081452,-3.494359992081452,0.0,0.0,0.0,282.963724015763
85,2020-07-16,288.39347449071346,190.35039599550745,368.7988547070399,288.39347449071346,288.39347449071346,-3.843578695320771,-3.843578695320771,-3.843578695320771,-3.843578695320771,-3.843578695320771,-3.843578695320771,0.0,0.0,0.0,284.5498957953927
86,2020-07-17,290.3288649735825,193.69139371742247,364.55359777544413,290.3288649735825,290.3288649735825,-7.762546552086738,-7.762546552086738,-7.762546552086738,-7.762546552086738,-7.762546552086738,-7.762546552086738,0.0,0.0,0.0,282.56631842149574
87,2020-07-20,296.13503642218956,207.20666566056244,373.56322931695706,296.13503642218956,296.13503642218956,-5.864684727297283,-5.864684727297283,-5.864684727297283,-5.864684727297283,-5.864684727297283,-5.864684727297283,0.0,0.0,0.0,290.27035169489227
88,2020-07-21,298.07042690505864,210.4078584895157,382.4135448920104,298.07042690505864,298.07042690505864,-2.3833795791983987,-2.3833795791983987,-2.3833795791983987,-2.3833795791983987,-2.3833795791983987,-2.3833795791983987,0.0,0.0,0.0,295.68704732586025
89,2020-07-22,300.0058216852003,208.46168171289247,390.96176630551935,300.0058216852003,300.0058216852003,-3.4943599920765225,-3.4943599920765225,-3.4943599920765225,-3.4943599920765225,-3.4943599920765225,-3.4943599920765225,0.0,0.0,0.0,296.5114616931238
90,2020-07-23,301.94121646534194,211.09462607943996,380.6915526933063,301.94121646534194,301.94121646534194,-3.8435786953195934,-3.8435786953195934,-3.8435786953195934,-3.8435786953195934,-3.8435786953195934,-3.8435786953195934,0.0,0.0,0.0,298.09763777002235
91,2020-07-24,303.8766112454836,200.5404158073231,383.2710699620638,303.8766112454836,303.8766112454836,-7.762546552073655,-7.762546552073655,-7.762546552073655,-7.762546552073655,-7.762546552073655,-7.762546552073655,0.0,0.0,0.0,296.11406469340994
92,2020-07-27,309.68279558590865,216.97749585192082,391.1339117187826,309.68279558590865,309.68279558590865,-5.864684727330125,-5.864684727330125,-5.864684727330125,-5.864684727330125,-5.864684727330125,-5.864684727330125,0.0,0.0,0.0,303.8181108585785
93,2020-07-28,311.6181903660503,225.5585105427132,394.6291742280953,311.6181903660503,311.6181903660503,-2.3833795792064003,-2.3833795792064003,-2.3833795792064003,-2.3833795792064003,-2.3833795792064003,-2.3833795792064003,0.0,0.0,0.0,309.2348107868439
94,2020-07-29,313.55358514619195,222.321968416437,395.80901631505566,313.55358514619195,313.55358514619195,-3.494359992079482,-3.494359992079482,-3.494359992079482,-3.494359992079482,-3.494359992079482,-3.494359992079482,0.0,0.0,0.0,310.0592251541125
95,2020-07-30,315.4889799263337,226.58423869808902,405.67518692631285,315.4889799263337,315.4889799263337,-3.8435786953184143,-3.8435786953184143,-3.8435786953184143,-3.8435786953184143,-3.8435786953184143,-3.8435786953184143,0.0,0.0,0.0,311.6454012310153
96,2020-07-31,317.4243747064753,224.05431915993375,395.11960390027053,317.4243747064753,317.4243747064753,-7.762546552078287,-7.762546552078287,-7.762546552078287,-7.762546552078287,-7.762546552078287,-7.762546552078287,0.0,0.0,0.0,309.661828154397
97,2020-08-03,323.230611565414,230.38997639531976,406.4206667373054,323.230611565414,323.230611565414,-5.864684727323131,-5.864684727323131,-5.864684727323131,-5.864684727323131,-5.864684727323131,-5.864684727323131,0.0,0.0,0.0,317.36592683809084
98,2020-08-04,325.16602385172683,238.7358864475376,412.5777315249604,325.16602385172683,325.16602385172683,-2.3833795791986065,-2.3833795791986065,-2.3833795791986065,-2.3833795791986065,-2.3833795791986065,-2.3833795791986065,0.0,0.0,0.0,322.7826442725282
99,2020-08-05,327.10143613803973,232.27411851904753,409.2498133331724,327.10143613803973,327.10143613803973,-3.494359992078909,-3.494359992078909,-3.494359992078909,-3.494359992078909,-3.494359992078909,-3.494359992078909,0.0,0.0,0.0,323.60707614596083
100,2020-08-06,329.03684842435257,232.90471328322357,406.7428000231376,329.03684842435257,329.03684842435257,-3.8435786953260846,-3.8435786953260846,-3.8435786953260846,-3.8435786953260846,-3.8435786953260846,-3.8435786953260846,0.0,0.0,0.0,325.1932697290265
101,2020-08-07,330.97226071066547,240.2450182503948,411.917213153481,330.97226071066547,330.97226071066547,-7.762546552047493,-7.762546552047493,-7.762546552047493,-7.762546552047493,-7.762546552047493,-7.762546552047493,0.0,0.0,0.0,323.209714158618
102,2020-08-10,336.7784975696041,242.84965824867137,413.55948712088633,336.7784975696041,336.7784975696041,-5.864684727316138,-5.864684727316138,-5.864684727316138,-5.864684727316138,-5.864684727316138,-5.864684727316138,0.0,0.0,0.0,330.91381284228794
103,2020-08-11,338.713909855917,252.92243373097384,419.4552570244129,338.713909855917,338.713909855917,-2.3833795792028507,-2.3833795792028507,-2.3833795792028507,-2.3833795792028507,-2.3833795792028507,-2.3833795792028507,0.0,0.0,0.0,336.33053027671417
104,2020-08-12,340.6493229046081,257.9304423223575,421.1081409956084,340.6493229046081,340.6493229046081,-3.4943599920801023,-3.4943599920801023,-3.4943599920801023,-3.4943599920801023,-3.4943599920801023,-3.4943599920801023,0.0,0.0,0.0,337.154962912528
105,2020-08-13,342.5847359532992,260.33742232456353,421.8217000372746,342.5847359532992,342.5847359532992,-3.8435786952937576,-3.8435786952937576,-3.8435786952937576,-3.8435786952937576,-3.8435786952937576,-3.8435786952937576,0.0,0.0,0.0,338.7411572580054
106,2020-08-14,344.52014900199026,253.88228084535686,426.8590994048789,344.52014900199026,344.52014900199026,-7.762546552101962,-7.762546552101962,-7.762546552101962,-7.762546552101962,-7.762546552101962,-7.762546552101962,0.0,0.0,0.0,336.7576024498883
107,2020-08-17,350.3263881480636,258.71825379956647,430.8244786618525,350.3263881480636,350.3263881480636,-5.864684727329063,-5.864684727329063,-5.864684727329063,-5.864684727329063,-5.864684727329063,-5.864684727329063,0.0,0.0,0.0,344.4617034207345
108,2020-08-18,352.26180119675473,264.00223563481177,438.16207383064614,352.26180119675473,352.26180119675473,-2.383379579222885,-2.383379579222885,-2.383379579222885,-2.383379579222885,-2.383379579222885,-2.383379579222885,0.0,0.0,0.0,349.87842161753184
109,2020-08-19,354.19721424544576,261.42979642056673,441.8455531140539,354.19721424544576,354.19721424544576,-3.4943599920812964,-3.4943599920812964,-3.4943599920812964,-3.4943599920812964,-3.4943599920812964,-3.4943599920812964,0.0,0.0,0.0,350.7028542533645
110,2020-08-20,356.1326272941369,267.2611803126425,434.84622941315143,356.1326272941369,356.1326272941369,-3.843578695310276,-3.843578695310276,-3.843578695310276,-3.843578695310276,-3.843578695310276,-3.843578695310276,0.0,0.0,0.0,352.28904859882664
111,2020-08-21,358.068040342828,264.75273147511143,436.2964283179759,358.068040342828,358.068040342828,-7.762546552071169,-7.762546552071169,-7.762546552071169,-7.762546552071169,-7.762546552071169,-7.762546552071169,0.0,0.0,0.0,350.3054937907568
112,2020-08-24,363.87427989985304,280.8672399757326,447.07556397459075,363.87427989985304,363.87427989985304,-5.864684727275862,-5.864684727275862,-5.864684727275862,-5.864684727275862,-5.864684727275862,-5.864684727275862,0.0,0.0,0.0,358.0095951725772
113,2020-08-25,365.80969308552807,275.6818869484217,444.6289920496475,365.80969308552807,365.80969308552807,-2.383379579227126,-2.383379579227126,-2.383379579227126,-2.383379579227126,-2.383379579227126,-2.383379579227126,0.0,0.0,0.0,363.4263135063009
114,2020-08-26,367.74510627120304,271.3648339465711,453.18556442921977,367.74510627120304,367.74510627120304,-3.4943599920824893,-3.4943599920824893,-3.4943599920824893,-3.4943599920824893,-3.4943599920824893,-3.4943599920824893,0.0,0.0,0.0,364.25074627912056
115,2020-08-27,369.680519456878,277.5364124136427,451.3428606630689,369.680519456878,369.680519456878,-3.8435786953090982,-3.8435786953090982,-3.8435786953090982,-3.8435786953090982,-3.8435786953090982,-3.8435786953090982,0.0,0.0,0.0,365.83694076156894
116,2020-08-28,371.61593264255305,276.3062312863329,451.2933986868222,371.61593264255305,371.61593264255305,-7.7625465520758,-7.7625465520758,-7.7625465520758,-7.7625465520758,-7.7625465520758,-7.7625465520758,0.0,0.0,0.0,363.8533860904773
117,2020-08-31,377.42217219957803,283.0419092812784,455.243651029486,377.42217219957803,377.42217219957803,-5.864684727328618,-5.864684727328618,-5.864684727328618,-5.864684727328618,-5.864684727328618,-5.864684727328618,0.0,0.0,0.0,371.5574874722494
118,2020-09-01,379.35758538525306,291.7001699267879,459.7165226210258,379.35758538525306,379.35758538525306,-2.3833795792073023,-2.3833795792073023,-2.3833795792073023,-2.3833795792073023,-2.3833795792073023,-2.3833795792073023,0.0,0.0,0.0,376.97420580604575
119,2020-09-02,381.29299857092803,289.80344873901464,461.8097304314159,381.29299857092803,381.29299857092803,-3.4943599920819146,-3.4943599920819146,-3.4943599920819146,-3.4943599920819146,-3.4943599920819146,-3.4943599920819146,0.0,0.0,0.0,377.7986385788461
120,2020-09-03,383.2284118404728,295.6320370233191,469.1679684007161,383.2284118404728,383.2284118404728,-3.8435786953167685,-3.8435786953167685,-3.8435786953167685,-3.8435786953167685,-3.8435786953167685,-3.8435786953167685,0.0,0.0,0.0,379.38483314515605
121,2020-09-04,385.1638251100177,284.58134980539427,465.53089706967575,385.1638251100177,385.1638251100177,-7.762546552080431,-7.762546552080431,-7.762546552080431,-7.762546552080431,-7.762546552080431,-7.762546552080431,0.0,0.0,0.0,377.40127855793725
122,2020-09-08,392.905478188197,303.6754948235271,477.8533564323304,392.905478188197,392.905478188197,-2.383379579211544,-2.383379579211544,-2.383379579211544,-2.383379579211544,-2.383379579211544,-2.383379579211544,0.0,0.0,0.0,390.52209860898546
123,2020-09-09,394.8408914577418,300.3569763608535,476.16142722066286,394.8408914577418,394.8408914577418,-3.4943599920787514,-3.4943599920787514,-3.4943599920787514,-3.4943599920787514,-3.4943599920787514,-3.4943599920787514,0.0,0.0,0.0,391.3465314656631
124,2020-09-10,396.77630472728663,305.6631961368857,477.9938561252269,396.77630472728663,396.77630472728663,-3.8435786952932887,-3.8435786952932887,-3.8435786952932887,-3.8435786952932887,-3.8435786952932887,-3.8435786952932887,0.0,0.0,0.0,392.93272603199335
125,2020-09-11,398.71171799683145,305.25903680661827,475.64651178166974,398.71171799683145,398.71171799683145,-7.762546552049637,-7.762546552049637,-7.762546552049637,-7.762546552049637,-7.762546552049637,-7.762546552049637,0.0,0.0,0.0,390.9491714447818
126,2020-09-14,404.5179578054659,319.19438007978283,490.4667134165243,404.5179578054659,404.5179578054659,-5.864684727288343,-5.864684727288343,-5.864684727288343,-5.864684727288343,-5.864684727288343,-5.864684727288343,0.0,0.0,0.0,398.65327307817756
127,2020-09-15,406.4533710750108,315.37863013116055,486.1643525410921,406.4533710750108,406.4533710750108,-2.383379579215785,-2.383379579215785,-2.383379579215785,-2.383379579215785,-2.383379579215785,-2.383379579215785,0.0,0.0,0.0,404.069991495795
128,2020-09-16,408.38878468172726,311.7520848156029,490.28813468860847,408.38878468172726,408.38878468172726,-3.4943599920781785,-3.4943599920781785,-3.4943599920781785,-3.4943599920781785,-3.4943599920781785,-3.4943599920781785,0.0,0.0,0.0,404.8944246896491
129,2020-09-17,410.32419828844365,316.85664358035973,483.0109925474076,410.32419828844365,410.32419828844365,-3.843578695300959,-3.843578695300959,-3.843578695300959,-3.843578695300959,-3.843578695300959,-3.843578695300959,0.0,0.0,0.0,406.4806195931427
130,2020-09-18,412.25961189516005,320.3289833980895,489.0425212430719,412.25961189516005,412.25961189516005,-7.762546552054268,-7.762546552054268,-7.762546552054268,-7.762546552054268,-7.762546552054268,-7.762546552054268,0.0,0.0,0.0,404.49706534310576
131,2020-09-21,418.06585271530935,325.66766081970496,496.0956281637127,418.06585271530935,418.06585271530935,-5.864684727281349,-5.864684727281349,-5.864684727281349,-5.864684727281349,-5.864684727281349,-5.864684727281349,0.0,0.0,0.0,412.201167988028
132,2020-09-22,420.0012663220258,334.5362917485676,499.9045978924082,420.0012663220258,420.0012663220258,-2.383379579195958,-2.383379579195958,-2.383379579195958,-2.383379579195958,-2.383379579195958,-2.383379579195958,0.0,0.0,0.0,417.61788674282985
133,2020-09-23,421.93667992874225,335.45863561588095,510.4403011609674,421.93667992874225,421.93667992874225,-3.494359992081139,-3.494359992081139,-3.494359992081139,-3.494359992081139,-3.494359992081139,-3.494359992081139,0.0,0.0,0.0,418.44231993666114
134,2020-09-24,423.87209353545865,333.75993609649913,504.7643655648179,423.87209353545865,423.87209353545865,-3.8435786953086284,-3.8435786953086284,-3.8435786953086284,-3.8435786953086284,-3.8435786953086284,-3.8435786953086284,0.0,0.0,0.0,420.02851484015
135,2020-09-25,425.8075071421751,334.3886682460891,505.9315593775978,425.8075071421751,425.8075071421751,-7.762546552091026,-7.762546552091026,-7.762546552091026,-7.762546552091026,-7.762546552091026,-7.762546552091026,0.0,0.0,0.0,418.0449605900841
136,2020-09-28,431.8242313694551,337.3869109721585,512.580578740316,431.8242313694551,431.8242313694551,-5.864684727294274,-5.864684727294274,-5.864684727294274,-5.864684727294274,-5.864684727294274,-5.864684727294274,0.0,0.0,0.0,425.95954664216083
137,2020-09-29,433.82980611188174,345.3839624533863,518.9477240554144,433.82980611188174,433.82980611188174,-2.3833795792002,-2.3833795792002,-2.3833795792002,-2.3833795792002,-2.3833795792002,-2.3833795792002,0.0,0.0,0.0,431.4464265326815
138,2020-09-30,435.83538085430837,347.22038303695973,515.1017100902598,435.83538085430837,435.83538085430837,-3.4943599920805637,-3.4943599920805637,-3.4943599920805637,-3.4943599920805637,-3.4943599920805637,-3.4943599920805637,0.0,0.0,0.0,432.3410208622278
139,2020-10-01,437.84095559673506,347.0327440009982,517.7879329592569,437.84095559673506,437.84095559673506,-3.8435786953162987,-3.8435786953162987,-3.8435786953162987,-3.8435786953162987,-3.8435786953162987,-3.8435786953162987,0.0,0.0,0.0,433.99737690141876
140,2020-10-02,439.84653033916175,343.2308437724893,524.6901216350823,439.84653033916175,439.84653033916175,-7.762546552095657,-7.762546552095657,-7.762546552095657,-7.762546552095657,-7.762546552095657,-7.762546552095657,0.0,0.0,0.0,432.0839837870661
141,2020-10-05,445.86325456644164,350.83745273171775,527.4162112894837,445.86325456644164,445.86325456644164,-5.864684727307198,-5.864684727307198,-5.864684727307198,-5.864684727307198,-5.864684727307198,-5.864684727307198,0.0,0.0,0.0,439.99856983913446
142,2020-10-06,447.86882930886844,366.6694664000876,529.9795753113713,447.86882930886844,447.86882930886844,-2.3833795792202355,-2.3833795792202355,-2.3833795792202355,-2.3833795792202355,-2.3833795792202355,-2.3833795792202355,0.0,0.0,0.0,445.4854497296482
143,2020-10-07,449.87440405129496,363.7339844212117,534.1864258549624,449.87440405129496,449.87440405129496,-3.4943599920799913,-3.4943599920799913,-3.4943599920799913,-3.4943599920799913,-3.4943599920799913,-3.4943599920799913,0.0,0.0,0.0,446.380044059215
144,2020-10-08,452.024072422191,361.04329733890575,537.9175194272433,452.024072422191,452.024072422191,-3.84357869531512,-3.84357869531512,-3.84357869531512,-3.84357869531512,-3.84357869531512,-3.84357869531512,0.0,0.0,0.0,448.1804937268759
145,2020-10-09,454.17374079308684,360.1642403239947,529.312966712866,454.17374079308684,454.17374079308684,-7.762546552082576,-7.762546552082576,-7.762546552082576,-7.762546552082576,-7.762546552082576,-7.762546552082576,0.0,0.0,0.0,446.41119424100424
146,2020-10-12,460.62274590577493,363.2176075454482,540.9642064327948,460.62274590577493,460.62274590577493,-5.864684727320123,-5.864684727320123,-5.864684727320123,-5.864684727320123,-5.864684727320123,-5.864684727320123,0.0,0.0,0.0,454.7580611784548
147,2020-10-13,462.77241427667076,379.7833004628832,545.3279331375164,462.77241427667076,462.77241427667076,-2.3833795792244774,-2.3833795792244774,-2.3833795792244774,-2.3833795792244774,-2.3833795792244774,-2.3833795792244774,0.0,0.0,0.0,460.3890346974463
148,2020-10-14,464.92208264756675,376.95874759740565,549.2863544682216,464.92208264756675,464.92208264756675,-3.4943599920785937,-3.4943599920785937,-3.4943599920785937,-3.4943599920785937,-3.4943599920785937,-3.4943599920785937,0.0,0.0,0.0,461.42772265548814
149,2020-10-15,467.0717510184628,377.0886422798264,553.4225640218083,467.0717510184628,467.0717510184628,-3.843578695331639,-3.843578695331639,-3.843578695331639,-3.843578695331639,-3.843578695331639,-3.843578695331639,0.0,0.0,0.0,463.22817232313116
150,2020-10-16,469.22141938935863,372.339628173232,548.5660838406211,469.22141938935863,469.22141938935863,-7.762546552069493,-7.762546552069493,-7.762546552069493,-7.762546552069493,-7.762546552069493,-7.762546552069493,0.0,0.0,0.0,461.45887283728916
151,2020-10-19,475.6704245020465,382.49420206763017,560.0066508350917,475.6704245020465,475.6704245020465,-5.864684727313129,-5.864684727313129,-5.864684727313129,-5.864684727313129,-5.864684727313129,-5.864684727313129,0.0,0.0,0.0,469.80573977473335
152,2020-10-20,478.0119682767008,392.8619361729464,567.3696238618827,478.0119682767008,478.0119682767008,-2.383379579216686,-2.383379579216686,-2.383379579216686,-2.383379579216686,-2.383379579216686,-2.383379579216686,0.0,0.0,0.0,475.62858869748413
153,2020-10-21,480.35351205135527,392.05624308126045,573.5318848708206,480.35351205135527,480.35351205135527,-3.4943599920780204,-3.4943599920780204,-3.4943599920780204,-3.4943599920780204,-3.4943599920780204,-3.4943599920780204,0.0,0.0,0.0,476.8591520592772
154,2020-10-22,482.6950558260096,389.4775030135578,570.4926945084466,482.6950558260096,482.6950558260096,-3.8435786952993123,-3.8435786952993123,-3.8435786952993123,-3.8435786952993123,-3.8435786952993123,-3.8435786952993123,0.0,0.0,0.0,478.8514771307103
155,2020-10-23,485.03659960066415,384.56736887332414,560.7418591098067,485.03659960066415,485.03659960066415,-7.762546552056411,-7.762546552056411,-7.762546552056411,-7.762546552056411,-7.762546552056411,-7.762546552056411,0.0,0.0,0.0,477.27405304860775
156,2020-10-26,492.06123092462735,402.4142974121535,579.8912829777523,492.06123092462735,492.06123092462735,-5.864684727345969,-5.864684727345969,-5.864684727345969,-5.864684727345969,-5.864684727345969,-5.864684727345969,0.0,0.0,0.0,486.1965461972814
157,2020-10-27,494.4027746992818,399.142911606046,582.3617152739989,494.4027746992818,494.4027746992818,-2.3833795792088943,-2.3833795792088943,-2.3833795792088943,-2.3833795792088943,-2.3833795792088943,-2.3833795792088943,0.0,0.0,0.0,492.0193951200729
158,2020-10-28,496.74431847393623,411.1163185956615,582.3067148939923,496.74431847393623,496.74431847393623,-3.4943599920809816,-3.4943599920809816,-3.4943599920809816,-3.4943599920809816,-3.4943599920809816,-3.4943599920809816,0.0,0.0,0.0,493.24995848185523
159,2020-10-29,499.08586224859056,408.4554422238519,578.4065623405492,499.08586224859056,499.08586224859056,-3.8435786953069826,-3.8435786953069826,-3.8435786953069826,-3.8435786953069826,-3.8435786953069826,-3.8435786953069826,0.0,0.0,0.0,495.2422835532836
